UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED,PERSONS KILLED,PEDESTRIANS INJURED,PEDESTRIANS KILLED,CYCLISTS INJURED,CYCLISTS KILLED,MOTORISTS INJURED,MOTORISTS KILLED,VEHICLE 1 TYPE,VEHICLE 2 TYPE,VEHICLE 3 TYPE,VEHICLE 4 TYPE,VEHICLE 5 TYPE,VEHICLE 1 FACTOR,VEHICLE 2 FACTOR,VEHICLE 3 FACTOR,VEHICLE 4 FACTOR,VEHICLE 5 FACTOR
3293303,9/8/2015,14:30,QUEENS,11374,40.7133793,-73.8596555,"(40.7133793, -73.8596555)",COOPER AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3290148,9/4/2015,8:10,BROOKLYN,11215,40.6602272,-73.9945863,"(40.6602272, -73.9945863)",23 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3478949,7/7/2016,2:17,,,,,,1 AVENUE,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,
3523537,9/19/2016,22:09,,,,,,S CONDUIT BLVD,BELMONT AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,FOLLOWING TOO CLOSELY,,,,
3581339,12/17/2016,11:15,QUEENS,,40.724794,-73.7229102,"(40.724794, -73.7229102)",JAMAICA AVENUE,245 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3363842,12/31/2015,20:20,BROOKLYN,11221,40.6940685,-73.9140551,"(40.6940685, -73.9140551)",WILSON AVENUE,MADISON STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,TAXI,,,,UNSPECIFIED,UNSPECIFIED,,,
3198910,4/6/2015,16:00,BROOKLYN,11223,40.5978331,-73.965485,"(40.5978331, -73.965485)",AVENUE U,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3390160,2/14/2016,10:30,BROOKLYN,11236,40.6280275,-73.8986563,"(40.6280275, -73.8986563)",SEAVIEW AVENUE,EAST 85 STREET,,0,0,0,0,0,0,0,0,OTHER,PASSENGER VEHICLE,UNKNOWN,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3411618,4/4/2016,10:52,BRONX,10456,40.8295835,-73.9022699,"(40.8295835, -73.9022699)",,,1199 BOSTON ROAD,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3487244,7/23/2016,14:00,BROOKLYN,11215,40.6750759,-73.9880022,"(40.6750759, -73.9880022)",3 AVENUE,3 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3572842,12/3/2016,15:12,BROOKLYN,11221,40.6901224,-73.9231687,"(40.6901224, -73.9231687)",BROADWAY,QUINCY STREET,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3157445,1/22/2015,9:39,BROOKLYN,11205,40.692778,-73.9576793,"(40.692778, -73.9576793)",WILLOUGHBY AVENUE,FRANKLIN AVENUE,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3223935,5/19/2015,7:20,,,,,,,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,,UNSPECIFIED,UNSPECIFIED,,,
3152413,1/12/2015,17:00,QUEENS,11377,40.7402725,-73.8958512,"(40.7402725, -73.8958512)",69 STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,PAVEMENT SLIPPERY,UNSPECIFIED,,,
3243074,6/21/2015,16:25,,,40.7163152,-73.8193769,"(40.7163152, -73.8193769)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,BACKING UNSAFELY,,,
3451398,5/27/2016,10:00,QUEENS,11433,40.7027402,-73.7984161,"(40.7027402, -73.7984161)",160 STREET,ARCHER AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3291153,9/5/2015,4:40,BROOKLYN,11203,40.6481811,-73.9299991,"(40.6481811, -73.9299991)",TILDEN AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3297635,9/16/2015,11:22,BROOKLYN,11208,40.6813546,-73.8802127,"(40.6813546, -73.8802127)",FULTON STREET,HALE AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,UNSPECIFIED,,,
3300553,9/20/2015,16:20,,,,,,94 STREET,GCP,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3260134,7/16/2015,18:00,QUEENS,11423,40.7103457,-73.7690319,"(40.7103457, -73.7690319)",190 STREET,WOODHULL AVENUE,,1,0,1,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,FAILURE TO YIELD RIGHT-OF-WAY,,,,
3371974,1/15/2016,15:00,QUEENS,11423,40.7119458,-73.774502,"(40.7119458, -73.774502)",186 STREET,90 AVENUE,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3496421,8/8/2016,13:08,,,,,,WEST BURNSIDE AVENUE,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3396711,2/28/2016,23:15,BROOKLYN,11217,40.6837645,-73.9787596,"(40.6837645, -73.9787596)",FOURTH AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3251126,7/1/2015,18:05,BROOKLYN,11213,40.6777156,-73.935859,"(40.6777156, -73.935859)",TROY AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,BUS,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3266233,7/27/2015,16:35,MANHATTAN,10035,40.8057427,-73.9427541,"(40.8057427, -73.9427541)",EAST 124 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,OTHER,,,,OTHER VEHICULAR,OVERSIZED VEHICLE,,,
3226877,5/23/2015,12:15,,,,,,23 AVENUE,79 STREET,,4,0,0,0,0,0,4,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,UNSPECIFIED,,,
3360102,12/24/2015,19:00,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD,PRINCE STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PICK-UP TRUCK,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3207924,4/22/2015,16:40,QUEENS,11434,40.6570526,-73.7674576,"(40.6570526, -73.7674576)",BREWER BOULEVARD,150 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,OUTSIDE CAR DISTRACTION,UNSPECIFIED,,,
3332350,10/30/2015,17:00,,,,,,,,,0,0,0,0,0,0,0,0,BUS,SPORT UTILITY/STATION WAGON,,,,OVERSIZED VEHICLE,,,,
3332367,11/2/2015,8:30,BRONX,10456,40.8378635,-73.9113938,"(40.8378635, -73.9113938)",EAST 170 STREET,MORRIS AVENUE,,0,0,0,0,0,0,0,0,BUS,OTHER,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3161492,1/30/2015,18:20,,,,,,CHURCH AVENUE,EAST 8 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,OTHER ELECTRONIC DEVICE,UNSPECIFIED,,,
3546997,10/21/2016,12:10,,,,,,,,,1,0,0,0,0,0,2,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3520684,9/15/2016,21:09,,,,,,HORACE HARDING EXPRESSWAY,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3417931,3/18/2016,19:00,BROOKLYN,11220,40.646916,-74.0208539,"(40.646916, -74.0208539)",,,155 55 STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3562288,11/16/2016,13:11,QUEENS,11103,40.76132,-73.9170907,"(40.76132, -73.9170907)",STEINWAY STREET,31 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,DRIVER INEXPERIENCE,UNSPECIFIED,UNSPECIFIED,,
3199275,4/8/2015,0:21,MANHATTAN,10010,40.7375463,-73.984083,"(40.7375463, -73.984083)",3 AVENUE,EAST 21 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,OTHER,,,,PRESCRIPTION MEDICATION,OVERSIZED VEHICLE,,,
3497725,8/8/2016,16:08,QUEENS,11368,,,,NORTHERN BOULEVARD,98 STREET,,1,0,0,0,0,0,2,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3161402,1/30/2015,13:40,,,,,,ROSEDALE AVENUE,RANDALL AVENUE,,0,0,0,0,0,0,0,0,VAN,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3270010,8/3/2015,7:00,,,,,,VESEY STREET,NORTH END AVENUE,,0,0,0,0,0,0,0,0,OTHER,TAXI,,,,OVERSIZED VEHICLE,UNSPECIFIED,,,
3613367,2/9/2017,20:00,QUEENS,11426,40.73001,-73.72981,"(40.73001, -73.72981)",,,88-05     237 STREET,0,0,0,0,0,0,0,0,PICK-UP TRUCK,,,,,UNSPECIFIED,,,,
3300603,9/20/2015,10:00,STATEN ISLAND,10312,40.5533592,-74.2021624,"(40.5533592, -74.2021624)",HUGUENOT AVENUE,LOMBARD COURT,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3479506,7/12/2016,22:00,QUEENS,11369,40.7591077,-73.8696446,"(40.7591077, -73.8696446)",,,99-07 32 AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3427059,4/7/2016,0:30,,,40.7554126,-73.8384049,"(40.7554126, -73.8384049)",WHITESTONE EXPRESSWAY,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3554017,11/4/2016,10:11,,,,,,,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,UNSPECIFIED,,
3345679,12/2/2015,7:20,,,40.7564263,-73.7402965,"(40.7564263, -73.7402965)",,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3265586,7/26/2015,15:45,BRONX,10466,40.8835566,-73.8497345,"(40.8835566, -73.8497345)",LACONIA AVENUE,EAST 224 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3208087,4/22/2015,1:33,,,,,,,,,0,0,0,0,0,0,0,0,OTHER,OTHER,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3342386,11/26/2015,20:30,BROOKLYN,11234,40.6285288,-73.9220868,"(40.6285288, -73.9220868)",EAST 56 STREET,AVENUE J,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,OTHER VEHICULAR,DRIVER INATTENTION/DISTRACTION,OTHER VEHICULAR,,
3154398,1/16/2015,9:30,BROOKLYN,11201,40.6998478,-73.9910308,"(40.6998478, -73.9910308)",CADMAN PLAZA WEST,MIDDAGH STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,TURNING IMPROPERLY,TURNING IMPROPERLY,,,
3517821,9/10/2016,10:09,BROOKLYN,11207,40.6613849,-73.884098,"(40.6613849, -73.884098)",LINDEN BOULEVARD,SCHENCK AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,,,
3205133,4/18/2015,4:30,BRONX,10461,40.8394937,-73.8380162,"(40.8394937, -73.8380162)",EDWARDS AVENUE,BALCOM AVENUE,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,
3321369,10/24/2015,16:02,MANHATTAN,10014,40.7286048,-74.0053146,"(40.7286048, -74.0053146)",WEST HOUSTON STREET,VARICK STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3400106,3/5/2016,14:15,BROOKLYN,11205,40.6983264,-73.9610513,"(40.6983264, -73.9610513)",FLUSHING AVENUE,TAAFFE PLACE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,PHYSICAL DISABILITY,PHYSICAL DISABILITY,,,
3258706,7/15/2015,10:05,BROOKLYN,11223,40.5997335,-73.9691283,"(40.5997335, -73.9691283)",AVENUE T,EAST 3 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,UNKNOWN,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3196622,4/2/2015,17:05,QUEENS,11417,40.6696441,-73.8387063,"(40.6696441, -73.8387063)",CENTERVILLE STREET,ALBERT ROAD,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3457824,6/4/2016,12:40,,,,,,FLATBUSH AVENUE,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3352557,12/8/2015,15:10,MANHATTAN,10028,40.7746117,-73.9480847,"(40.7746117, -73.9480847)",YORK AVENUE,EAST 84 STREET,,0,0,0,0,0,0,0,0,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,,OTHER VEHICULAR,DRIVER INATTENTION/DISTRACTION,,,
3516294,9/8/2016,19:09,QUEENS,11413,,,,,,224-21    MERRICK BOULEVARD,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3529122,9/28/2016,19:09,,,,,,LAFAYETTE AVENUE,,,1,0,0,0,2,0,0,0,BICYCLE,BICYCLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,FAILURE TO YIELD RIGHT-OF-WAY,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,
3298997,9/18/2015,16:29,BROOKLYN,11207,40.6500257,-73.8912532,"(40.6500257, -73.8912532)",FLATLANDS AVENUE,WILLIAMS AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,VAN,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3424182,4/16/2016,11:20,QUEENS,11004,40.7464647,-73.7187346,"(40.7464647, -73.7187346)",,,74-10 LITTLE NECK PARKWAY,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3455735,6/3/2016,13:52,MANHATTAN,10028,40.7801743,-73.95931,"(40.7801743, -73.95931)",EAST 85 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3246212,6/25/2015,15:20,MANHATTAN,10017,40.7539439,-73.9721356,"(40.7539439, -73.9721356)",EAST 47 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,TAXI,PASSENGER VEHICLE,,,,OTHER VEHICULAR,OTHER VEHICULAR,,,
3330695,11/7/2015,14:00,QUEENS,11432,40.7063611,-73.7925261,"(40.7063611, -73.7925261)",168 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,OTHER,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3544131,10/20/2016,12:10,BROOKLYN,11220,40.6346161,-74.0235199,"(40.6346161, -74.0235199)",BAY RIDGE AVENUE,4 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3590924,12/31/2016,21:30,,,40.826526,-73.9311514,"(40.826526, -73.9311514)",,,,1,0,0,0,0,0,2,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,REACTION TO OTHER UNINVOLVED VEHICLE,REACTION TO OTHER UNINVOLVED VEHICLE,,,
3507573,8/25/2016,14:08,BROOKLYN,11209,,,,FORT HAMILTON PARKWAY,97 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3386646,2/10/2016,11:55,MANHATTAN,10023,40.7779294,-73.9820802,"(40.7779294, -73.9820802)",WEST 71 STREET,BROADWAY,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,,UNSPECIFIED,UNSPECIFIED,,,
3560441,11/14/2016,18:11,,,40.8448669,-73.9225524,"(40.8448669, -73.9225524)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,FAILURE TO YIELD RIGHT-OF-WAY,OTHER VEHICULAR,,,
3300552,9/20/2015,13:59,,,,,,94 STREET,GCP,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3622005,2/26/2017,10:14,BROOKLYN,11220,40.637203,-74.0222,"(40.637203, -74.0222)",4 AVENUE,SHORE ROAD DRIVE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3583687,12/20/2016,13:30,BRONX,10451,40.8249712,-73.9222759,"(40.8249712, -73.9222759)",EAST 158 STREET,CONCOURSE VILLAGE WEST,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3373295,1/19/2016,12:09,,,,,,EAST 189 STREET,PARK AVENUE,,1,0,1,0,0,0,0,0,UNKNOWN,,,,,TRAFFIC CONTROL DISREGARDED,,,,
3299544,9/16/2015,14:33,BROOKLYN,11226,40.6451934,-73.9479944,"(40.6451934, -73.9479944)",EAST 31 STREET,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3488993,7/27/2016,13:00,QUEENS,11417,40.6797217,-73.8378058,"(40.6797217, -73.8378058)",ROCKAWAY BOULEVARD,102 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3340707,11/24/2015,10:48,BROOKLYN,11220,40.6361066,-74.0229115,"(40.6361066, -74.0229115)",SENATOR STREET,4 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,OUTSIDE CAR DISTRACTION,LOST CONSCIOUSNESS,,,
3512233,9/1/2016,22:09,QUEENS,11434,,,,181 STREET,145 AVENUE,,1,0,0,0,0,0,2,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3153003,1/14/2015,19:30,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",37 AVENUE,UNION STREET,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3504241,8/21/2016,4:08,MANHATTAN,10010,,,,,,120       EAST 23 STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3516258,9/9/2016,21:09,QUEENS,11423,,,,100 AVENUE,205 STREET,,2,0,0,0,0,0,6,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3193027,3/27/2015,21:50,BRONX,10466,40.8862961,-73.8479056,"(40.8862961, -73.8479056)",EAST 228 STREET,LACONIA AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3536614,10/8/2016,17:10,QUEENS,11434,,,,BREWER BOULEVARD,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3426901,3/21/2016,18:00,QUEENS,11368,40.7597284,-73.8454909,"(40.7597284, -73.8454909)",34 AVENUE,126 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3487311,7/23/2016,0:00,BROOKLYN,11221,40.6894904,-73.9220696,"(40.6894904, -73.9220696)",BROADWAY,GATES AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,BICYCLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3607213,1/27/2017,15:20,QUEENS,11372,40.754604,-73.89453,"(40.754604, -73.89453)",,,72-09     NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3401770,3/8/2016,17:17,BROOKLYN,11212,40.675207,-73.9043888,"(40.675207, -73.9043888)",EAST NEW YORK AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3531245,9/30/2016,15:09,,,,,,CONEY ISLAND AVENUE,CORTELYOU ROAD,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,,,,,DRIVER INEXPERIENCE,OVERSIZED VEHICLE,UNSPECIFIED,,
3470350,6/28/2016,11:07,,,,,,,,MADISON AVENUE EAST 62 STREET,0,0,0,0,0,0,0,0,SMALL COM VEH(4 TIRES),,,,,UNSPECIFIED,UNSPECIFIED,,,
3555920,11/6/2016,16:11,STATEN ISLAND,10305,40.5993631,-74.0730178,"(40.5993631, -74.0730178)",WEST FINGERBOARD ROAD,RADCLIFF ROAD,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3551196,10/31/2016,14:10,MANHATTAN,10023,40.7716693,-73.9866959,"(40.7716693, -73.9866959)",AMSTERDAM AVENUE,WEST 61 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,DRIVER INEXPERIENCE,DRIVER INEXPERIENCE,,,
3559952,11/11/2016,16:11,BRONX,10456,40.8331185,-73.9121445,"(40.8331185, -73.9121445)",EAST 168 STREET,FINDLAY AVENUE,,0,0,0,0,0,0,0,0,PICK-UP TRUCK,PASSENGER VEHICLE,,,,UNSPECIFIED,,,,
3446827,5/29/2016,2:35,,,40.7265632,-73.8380134,"(40.7265632, -73.8380134)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3540500,10/14/2016,15:10,BRONX,10458,40.8767122,-73.8838059,"(40.8767122, -73.8838059)",,,100       EAST MOSHOLU PARKWAY SOUTH,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3622521,2/26/2017,10:33,BROOKLYN,11219,40.636494,-73.98701,"(40.636494, -73.98701)",44 STREET,14 AVENUE,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED
3403909,3/11/2016,11:22,STATEN ISLAND,10304,40.5964324,-74.0912206,"(40.5964324, -74.0912206)",OLD TOWN ROAD,WILSON STREET,,2,0,0,0,0,0,2,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,PHYSICAL DISABILITY,UNSPECIFIED,,,
3273133,8/6/2015,15:23,BROOKLYN,11212,40.6629667,-73.9061365,"(40.6629667, -73.9061365)",WATKINS STREET,LIVONIA AVENUE,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,FAILURE TO YIELD RIGHT-OF-WAY,,,,
3375552,1/21/2016,18:35,QUEENS,11435,40.7044031,-73.8144393,"(40.7044031, -73.8144393)",HILLSIDE AVENUE,139 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,PRESCRIPTION MEDICATION,DRIVER INATTENTION/DISTRACTION,,,
3344478,11/30/2015,18:56,,,,,,,,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,MOTORCYCLE,,,,OUTSIDE CAR DISTRACTION,UNSPECIFIED,,,
3299545,9/12/2015,18:11,BROOKLYN,11236,40.6490618,-73.9132518,"(40.6490618, -73.9132518)",DITMAS AVENUE,EAST 92 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
