UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED,PERSONS KILLED,PEDESTRIANS INJURED,PEDESTRIANS KILLED,CYCLISTS INJURED,CYCLISTS KILLED,MOTORISTS INJURED,MOTORISTS KILLED,VEHICLE 1 TYPE,VEHICLE 2 TYPE,VEHICLE 3 TYPE,VEHICLE 4 TYPE,VEHICLE 5 TYPE,VEHICLE 1 FACTOR,VEHICLE 2 FACTOR,VEHICLE 3 FACTOR,VEHICLE 4 FACTOR,VEHICLE 5 FACTOR
3483318,7/14/2016,9:24,QUEENS,11367,40.7393843,-73.8226669,"(40.7393843, -73.8226669)",148 STREET,REEVES AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3453679,5/31/2016,0:30,,,,,,MADISON STREET,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3535501,10/7/2016,8:10,,,40.8565383,-73.8725586,"(40.8565383, -73.8725586)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,OTHER VEHICULAR,FOLLOWING TOO CLOSELY,UNSPECIFIED,,
3403720,3/11/2016,14:40,QUEENS,11432,40.7151196,-73.7735714,"(40.7151196, -73.7735714)",188 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,PRESCRIPTION MEDICATION,UNSPECIFIED,,,
3362524,12/30/2015,15:15,BROOKLYN,11229,40.6107138,-73.9557396,"(40.6107138, -73.9557396)",AVENUE P,EAST 18 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3580961,12/16/2016,9:00,,,40.7408987,-73.8210669,"(40.7408987, -73.8210669)",,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,REACTION TO OTHER UNINVOLVED VEHICLE,FOLLOWING TOO CLOSELY,,,
3508075,8/26/2016,18:08,QUEENS,11426,,,,,,90-56     COMMONWEALTH BOULEVARD,1,0,3,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3277849,8/14/2015,17:30,BRONX,10451,40.8197874,-73.9121585,"(40.8197874, -73.9121585)",BROOK AVENUE,EAST 156 STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3184354,3/11/2015,17:20,BROOKLYN,11214,40.5836578,-73.9865462,"(40.5836578, -73.9865462)",BAY 52 STREET,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3207858,4/22/2015,17:00,BROOKLYN,11201,40.6889031,-73.9809286,"(40.6889031, -73.9809286)",FLATBUSH AVENUE EXTENSION,FULTON STREET,,0,0,0,0,0,0,0,0,VAN,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3243275,6/21/2015,12:45,STATEN ISLAND,10307,40.5084559,-74.2356468,"(40.5084559, -74.2356468)",JOLINE AVENUE,KATHLEEN COURT,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3179369,3/1/2015,16:27,,,40.7402314,-73.819565,"(40.7402314, -73.819565)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,PAVEMENT SLIPPERY,UNSPECIFIED,,,
3301955,9/22/2015,21:30,QUEENS,11433,40.6944695,-73.7814633,"(40.6944695, -73.7814633)",MERRICK BOULEVARD,111 AVENUE,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,FAILURE TO YIELD RIGHT-OF-WAY,,,,
3475050,7/4/2016,11:30,,,,,,COZINE AVENUE,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3579301,12/11/2016,15:00,BRONX,10461,40.8497053,-73.83309,"(40.8497053, -73.83309)",,,1903      PILGRIM AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3188020,3/17/2015,18:32,,,40.7914069,-73.9356781,"(40.7914069, -73.9356781)",,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3168074,2/12/2015,7:50,MANHATTAN,10027,40.8118299,-73.9611113,"(40.8118299, -73.9611113)",BROADWAY,WEST 122 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,PAVEMENT SLIPPERY,UNSPECIFIED,,,
3530293,9/29/2016,19:09,QUEENS,11354,,,,138 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,,,
3614618,2/10/2017,15:10,,,40.765358,-73.74429,"(40.765358, -73.74429)",NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INEXPERIENCE,UNSPECIFIED,,,
3421932,3/15/2016,11:35,QUEENS,11692,40.5889276,-73.7893265,"(40.5889276, -73.7893265)",BEACH 60 STREET,BEACH FRONT ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3591709,1/3/2017,18:45,,,,,,UNION TURNPIKE,METROPOLITAN AVENUE,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,FELL ASLEEP,UNSPECIFIED,,,
3438541,5/8/2016,17:30,,,40.6425396,-73.8765111,"(40.6425396, -73.8765111)",PENNSYLVANIA AVENUE,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3159141,1/26/2015,8:25,BRONX,10475,40.8760226,-73.8338592,"(40.8760226, -73.8338592)",BAYCHESTER AVENUE,DONIZETTI PLACE,,6,0,0,0,0,0,6,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3391671,2/19/2016,23:55,MANHATTAN,10022,40.7573816,-73.9667018,"(40.7573816, -73.9667018)",EAST 54 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,OTHER VEHICULAR,OTHER VEHICULAR,,,
3240034,6/15/2015,22:30,BROOKLYN,11236,40.647573,-73.8985545,"(40.647573, -73.8985545)",GLENWOOD ROAD,EAST 102 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3382793,2/2/2016,19:25,BRONX,10460,40.83928,-73.8865998,"(40.83928, -73.8865998)",SOUTHERN BOULEVARD,EAST 175 STREET,,0,0,0,0,0,0,0,0,OTHER,PASSENGER VEHICLE,,,,DRIVER INEXPERIENCE,UNSPECIFIED,,,
3320597,10/22/2015,13:50,,,,,,,,PARKING LOT 135-09 38 AVET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,,,,
3547697,10/24/2016,8:10,MANHATTAN,10025,40.8001187,-73.9628374,"(40.8001187, -73.9628374)",,,103       WEST 107 STREET,0,0,0,0,0,0,4,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,GLARE,GLARE,GLARE,UNSPECIFIED,UNSPECIFIED
3548921,10/28/2016,9:10,,,,,,CYPRESS HILLS STREET,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,TRAFFIC CONTROL DISREGARDED,TRAFFIC CONTROL DISREGARDED,,,
3411297,3/15/2016,18:30,BRONX,10455,40.812126,-73.9041813,"(40.812126, -73.9041813)",SOUTHERN BOULEVARD,EAST 149 STREET,,1,0,0,0,0,0,1,0,MOTORCYCLE,PASSENGER VEHICLE,,,,PRESCRIPTION MEDICATION,PRESCRIPTION MEDICATION,,,
3585303,12/22/2016,10:00,QUEENS,11385,40.6995843,-73.9022405,"(40.6995843, -73.9022405)",SENECA AVENUE,CENTRE STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,,,
3589444,12/30/2016,9:45,,,,,,WOODHAVEN BOULEVARD,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,BRAKES DEFECTIVE,UNSPECIFIED,,,
3584808,12/20/2016,22:30,BROOKLYN,11226,40.6377676,-73.9586726,"(40.6377676, -73.9586726)",OCEAN AVENUE,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3182697,3/8/2015,0:45,,,40.701008,-73.8681679,"(40.701008, -73.8681679)",,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3305086,9/28/2015,14:20,QUEENS,11414,40.6489589,-73.8383707,"(40.6489589, -73.8383707)",92 STREET,165 AVENUE,,0,0,0,0,0,0,0,0,OTHER,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3301321,9/22/2015,10:00,MANHATTAN,10013,40.7213996,-74.0091814,"(40.7213996, -74.0091814)",HUBERT STREET,COLLISTER STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SMALL COM VEH(4 TIRES),,,,LOST CONSCIOUSNESS,UNSPECIFIED,,,
3376408,1/25/2016,11:45,MANHATTAN,10018,40.751081,-73.9868516,"(40.751081, -73.9868516)",WEST 36 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3170926,2/15/2015,8:45,BROOKLYN,11249,40.7130805,-73.9640727,"(40.7130805, -73.9640727)",BERRY STREET,SOUTH 3 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,ALCOHOL INVOLVEMENT,UNSPECIFIED,,,
3594122,1/6/2017,7:40,BROOKLYN,11229,,,,AVENUE W,BEDFORD AVENUE,,1,0,0,0,0,0,2,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3508655,8/27/2016,11:08,STATEN ISLAND,10306,,,,,,3486      AMBOY ROAD,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3249311,6/29/2015,5:50,QUEENS,11368,40.7558009,-73.8653449,"(40.7558009, -73.8653449)",103 STREET,34 AVENUE,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3436493,5/6/2016,10:30,QUEENS,11436,40.6742245,-73.799847,"(40.6742245, -73.799847)",141 STREET,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3487826,7/25/2016,17:40,QUEENS,11434,40.6796914,-73.7770807,"(40.6796914, -73.7770807)",,,166-02 BAISLEY BOULEVARD,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3208828,4/21/2015,10:00,BROOKLYN,11229,40.5972624,-73.9510061,"(40.5972624, -73.9510061)",OCEAN AVENUE,AVENUE V,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3419077,4/17/2016,13:00,BROOKLYN,11207,40.6759124,-73.8949099,"(40.6759124, -73.8949099)",ATLANTIC AVENUE,VERMONT STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3365912,12/28/2015,15:30,,,,,,,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3332058,11/9/2015,21:30,QUEENS,11101,40.7355527,-73.9347786,"(40.7355527, -73.9347786)",GREENPOINT AVENUE,BRADLEY AVENUE,,1,0,1,0,0,0,0,0,UNKNOWN,,,,,DRIVER INATTENTION/DISTRACTION,,,,
3175418,2/25/2015,18:45,,,,,,3 AVENUE,BAY RIDGE AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3386719,2/9/2016,22:11,BRONX,10466,40.8895505,-73.8452326,"(40.8895505, -73.8452326)",EAST 233 STREET,ELY AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,BACKING UNSAFELY,UNSPECIFIED,,,
3605670,1/26/2017,11:55,BROOKLYN,11219,40.635975,-74.00124,"(40.635975, -74.00124)",54 STREET,FORT HAMILTON PARKWAY,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,UNSPECIFIED,,,
3182428,3/8/2015,14:20,MANHATTAN,10027,40.8077723,-73.9454833,"(40.8077723, -73.9454833)",LENOX AVENUE,WEST 125 STREET,,1,0,0,0,0,0,1,0,BUS,AMBULANCE,,,,UNSPECIFIED,,,,
3273191,8/5/2015,14:30,BROOKLYN,11211,40.7140668,-73.9516237,"(40.7140668, -73.9516237)",UNION AVENUE,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,VAN,,,,LOST CONSCIOUSNESS,UNSPECIFIED,,,
3188344,3/18/2015,14:22,QUEENS,11422,40.6652573,-73.7395512,"(40.6652573, -73.7395512)",BROOKVILLE BOULEVARD,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,LIVERY VEHICLE,VAN,,,,UNSPECIFIED,UNSPECIFIED,,,
3320031,10/21/2015,19:35,MANHATTAN,10002,40.7234252,-73.9902736,"(40.7234252, -73.9902736)",FORSYTH STREET,EAST HOUSTON STREET,,0,0,0,0,0,0,0,0,LIVERY VEHICLE,PICK-UP TRUCK,,,,BACKING UNSAFELY,UNSPECIFIED,,,
3383364,2/3/2016,22:30,,,,,,WEST 110 STREET,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3441146,5/11/2016,8:50,MANHATTAN,10019,40.7614228,-73.9840484,"(40.7614228, -73.9840484)",WEST 50 STREET,BROADWAY,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3379221,1/28/2016,16:26,QUEENS,11435,40.6984091,-73.8064642,"(40.6984091, -73.8064642)",SUTPHIN BOULEVARD,95 AVENUE,,0,0,0,0,0,0,0,0,BUS,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3490991,7/30/2016,0:07,,,,,,EAST 16 STREET,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3481981,7/15/2016,17:39,BRONX,10473,40.8226777,-73.8425699,"(40.8226777, -73.8425699)",ZEREGA AVENUE,HOMER AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3581110,12/16/2016,13:00,BROOKLYN,11209,40.6166991,-74.0308435,"(40.6166991, -74.0308435)",4 AVENUE,94 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3616639,2/15/2017,18:50,,,40.860996,-73.89643,"(40.860996, -73.89643)",VALENTINE AVENUE,,,1,0,1,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3278197,8/15/2015,8:16,,,,,,212 STREET,94 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,
3411878,4/1/2016,8:25,BRONX,10472,40.8304264,-73.8622091,"(40.8304264, -73.8622091)",GLEASON AVENUE,UNDERHILL AVENUE,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3465966,6/21/2016,16:15,BROOKLYN,11220,40.6349117,-74.0101603,"(40.6349117, -74.0101603)",61 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3526273,9/24/2016,20:09,,,,,,WASHINGTON STREET,,,1,0,0,0,1,0,0,0,PASSENGER VEHICLE,BICYCLE,,,,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,,,
3529382,9/25/2016,12:09,MANHATTAN,10032,,,,WEST 153 STREET,AMSTERDAM AVENUE,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,TRAFFIC CONTROL DISREGARDED,TRAFFIC CONTROL DISREGARDED,,,
3453343,5/30/2016,1:10,BRONX,10468,40.8682829,-73.9010669,"(40.8682829, -73.9010669)",UNIVERSITY AVENUE,WEST KINGSBRIDGE ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3202766,4/14/2015,13:00,MANHATTAN,10003,40.7335259,-73.989868,"(40.7335259, -73.989868)",4 AVENUE,EAST 13 STREET,,0,0,0,0,0,0,0,0,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES),,,,DRIVER INEXPERIENCE,UNSPECIFIED,,,
3210903,4/27/2015,15:30,QUEENS,11106,40.7668175,-73.9385891,"(40.7668175, -73.9385891)",VERNON BOULEVARD,33 ROAD,,0,0,0,0,0,0,0,0,LARGE COM VEH(6 OR MORE TIRES),,,,,OUTSIDE CAR DISTRACTION,,,,
3324750,10/29/2015,11:33,BROOKLYN,11229,40.6056974,-73.9586492,"(40.6056974, -73.9586492)",AVENUE R,EAST 14 STREET,,0,0,0,0,0,0,0,0,OTHER,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3193988,3/28/2015,6:45,BROOKLYN,11204,40.6178527,-73.9880665,"(40.6178527, -73.9880665)",65 STREET,19 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3619946,2/22/2017,22:40,QUEENS,11101,,,,THOMSON AVENUE,44 DRIVE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FAILURE TO KEEP RIGHT,UNSPECIFIED,,,
3480062,7/14/2016,8:20,,,40.7170151,-73.8297,"(40.7170151, -73.8297)",,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3235495,6/6/2015,21:18,QUEENS,11411,40.6980065,-73.7449734,"(40.6980065, -73.7449734)",116 AVENUE,208 STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3298563,9/17/2015,13:15,,,,,,50 AVENUE,JACKSON AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,UNKNOWN,,,,DRIVER INEXPERIENCE,UNSPECIFIED,,,
3327119,11/1/2015,15:45,STATEN ISLAND,10307,40.5135884,-74.2475619,"(40.5135884, -74.2475619)",ARTHUR KILL ROAD,GIRARD STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,GLARE,UNSPECIFIED,,,
3278631,8/16/2015,21:36,,,,,,,,F/O 153 FRANKLIN IN ROADWAY,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,DRIVER INATTENTION/DISTRACTION,,,,
3434398,5/4/2016,17:45,MANHATTAN,10017,40.7534818,-73.9808885,"(40.7534818, -73.9808885)",WEST 42 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3598991,1/10/2017,14:00,QUEENS,11434,40.6723848,-73.7857391,"(40.6723848, -73.7857391)",BAISLEY BOULEVARD,ROCKAWAY BOULEVARD,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,TAXI,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3348515,12/7/2015,8:00,BROOKLYN,11205,40.6923019,-73.9618986,"(40.6923019, -73.9618986)",WILLOUGHBY AVENUE,EMERSON PLACE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3217150,5/9/2015,13:20,MANHATTAN,10022,40.7545048,-73.9656962,"(40.7545048, -73.9656962)",EAST 51 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,VAN,,,,OTHER VEHICULAR,OTHER VEHICULAR,,,
3542759,10/18/2016,19:10,,,40.7621739,-73.7567868,"(40.7621739, -73.7567868)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3570338,11/29/2016,20:11,BROOKLYN,11207,40.6620134,-73.8868147,"(40.6620134, -73.8868147)",HEGEMAN AVENUE,VAN SICLEN AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,FOLLOWING TOO CLOSELY,BACKING UNSAFELY,,,
3361241,12/26/2015,17:15,,,40.842052,-73.8379084,"(40.842052, -73.8379084)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3399558,3/4/2016,14:35,BROOKLYN,11222,40.7259808,-73.9560779,"(40.7259808, -73.9560779)",MESEROLE AVENUE,BANKER STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,PRESCRIPTION MEDICATION,UNSPECIFIED,,,
3404209,3/11/2016,12:05,BROOKLYN,11214,40.5972673,-73.9986569,"(40.5972673, -73.9986569)",BAY PARKWAY,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,PRESCRIPTION MEDICATION,UNSPECIFIED,,,
3226537,5/23/2015,10:50,,,,,,,,,0,0,0,0,0,0,0,0,UNKNOWN,UNKNOWN,,,,OTHER VEHICULAR,FAILURE TO YIELD RIGHT-OF-WAY,,,
3293493,9/8/2015,16:15,,,40.6082248,-74.1293966,"(40.6082248, -74.1293966)",,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3147183,1/4/2015,14:18,BROOKLYN,11232,40.6509497,-74.0079175,"(40.6509497, -74.0079175)",4 AVENUE,42 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3180424,3/5/2015,10:22,BROOKLYN,11210,40.6362673,-73.9480158,"(40.6362673, -73.9480158)",NOSTRAND AVENUE,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,VAN,,,,UNSPECIFIED,,,,
3599658,12/17/2016,18:00,BROOKLYN,11213,40.6707344,-73.9337245,"(40.6707344, -73.9337245)",SAINT JOHNS PLACE,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3614476,2/11/2017,21:30,MANHATTAN,10028,40.77593,-73.94713,"(40.77593, -73.94713)",EAST 86 STREET,YORK AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3548247,10/26/2016,20:10,,,,,,CONEY ISLAND AVENUE,CORTELYOU ROAD,,1,0,1,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3398110,3/1/2016,15:45,BROOKLYN,11204,40.6178527,-73.9880665,"(40.6178527, -73.9880665)",19 AVENUE,65 STREET,,1,0,0,0,1,0,0,0,PASSENGER VEHICLE,BICYCLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3377415,1/26/2016,11:45,BRONX,10456,40.8319466,-73.9198611,"(40.8319466, -73.9198611)",GRAND CONCOURSE,EAST 166 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,BUS,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3238659,6/12/2015,0:30,BRONX,10467,40.8581993,-73.8709795,"(40.8581993, -73.8709795)",BRONX PARK EAST,REISS PLACE,,0,0,0,0,0,0,0,0,MOTORCYCLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3428179,3/10/2016,8:30,QUEENS,11434,,,,BAISLEY BOULEVARD,177 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3602144,1/22/2017,6:30,,,40.876408,-73.81858,"(40.876408, -73.81858)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,ALCOHOL INVOLVEMENT,,,,
3452644,5/26/2016,20:10,,,,,,BRADLEY AVENUE,HAROLD STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3445208,5/19/2016,16:45,,,,,,,,EAST 59 STREET 3 AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
